theta channel 57,theta channel 59,theta channel 50,bin 3 channel 11,medfreq channel 43,gamma channel 43,bin 4 channel 20,bin 6 channel 11,meanfreq channel 23,bin 4 channel 49,maxfreq channel 24,bin 3 channel 9,bin 7 channel 20,maxfreq channel 43,bin 6 channel 20,theta channel 52,maxfreq channel 23,gamma channel 23,bin 7 channel 49,delta channel 43,delta channel 51,bin 2 channel 11,bin 3 channel 49,medfreq channel 23,theta channel 58,medfreq channel 56,bin 4 channel 9,gamma channel 54,medfreq channel 33,medfreq channel 59,medfreq channel 54,bin 7 channel 9,bin 4 channel 11,meanfreq channel 33,mid range beta channel 7,meanfreq channel 59,bin 6 channel 9,high range beta channel 43,maxfreq channel 54,maxfreq channel 51,bin 5 channel 25,medfreq channel 47,gamma channel 33,bin 6 channel 18,bin 8 channel 20,var channel 43,bin 7 channel 11,high range beta channel 47,meanfreq channel 56,gamma channel 36
0.0577512723522878,0.1065339853960012,0.0523396322936155,1381.0,5.4,0.1171555393180307,1677.0,212.0,38.21918311025064,28.0,1.2000000000000002,840.0,180.0,1.8,648.0,0.1001809852537806,1.2000000000000002,0.5730141718179517,2249.0,0.7818388568214214,0.0519583583184823,301.0,24.0,37.0,0.0255017441053626,35.0,1573.0,0.4617307619987215,28.6,20.0,34.6,192.0,2021.0,33.20753868283101,0.0782782512226422,26.440147539738284,649.0,0.0025252661937861,1.8,50.0,1229.0,27.6,0.3049415950251758,474.0,34.0,11.994501501987608,39.0,0.0522766430474445,35.57028798844569,0.0083646813231828
0.2221521323822383,0.0178754439085734,0.3273735678208747,282.0,6.0,0.0053363025785238,1353.0,1398.0,27.333588184709985,1048.0,1.8,308.0,263.0,1.8,780.0,0.3241948671772605,3.8,0.1491428395064239,666.0,0.7194233892664211,0.0201684738576336,74.0,426.0,18.0,0.1164883664626958,35.6,739.0,0.2769072193685307,19.6,36.2,23.8,854.0,714.0,26.609799531305736,0.0158151367010701,37.64194533980867,1385.0,0.002208123891945,2.0,50.0,1521.0,19.4,0.1668993571922069,1238.0,63.0,4.891316281215408,798.0,0.0478242264507184,36.8354016084723,0.0046572420057091
0.3583751732627852,0.1598882274307664,0.0167777645365417,218.0,9.4,0.0131605655999474,1054.0,1309.0,41.92735331205194,704.0,58.400000000000006,345.0,640.0,10.2,1074.0,0.1403229944055539,32.6,0.7298728143253518,899.0,0.4302605218956526,0.5116500541224486,48.0,198.0,42.8,0.1140616468665112,14.8,831.0,0.104979898303708,46.400000000000006,10.8,14.4,789.0,715.0,45.15163838327174,0.163247327381509,22.12079917538079,1200.0,0.0096480471738946,2.0,1.2000000000000002,929.0,26.4,0.8549254646999866,1046.0,226.0,4.70218882142764,863.0,0.0415182423826764,26.05004814330052,0.0257981083825923
0.0465167939256305,0.0168451515879878,0.0686128741426267,140.0,10.6,0.0020606865744982,299.0,1845.0,19.7197083447044,213.0,1.4,101.0,1586.0,10.6,1372.0,0.0314512458652856,12.2,0.0097432321975843,994.0,0.0886038386606355,0.0239317062231541,48.0,110.0,12.4,0.0136864064866891,10.4,418.0,0.0002830726379314,10.4,10.4,10.4,1205.0,570.0,16.71227813107686,0.0254987426403298,14.975887231505054,1280.0,0.0010051084862886,10.4,12.6,1226.0,10.6,0.0055614110503833,1339.0,777.0,33.09734345929846,362.0,0.0032995158896684,12.286090203377253,0.0026720275623526
0.0026755092115376,0.0224926076830788,0.0422424156671987,437.0,7.0,0.0119719864324106,1305.0,1118.0,44.83149269820907,175.0,1.2000000000000002,680.0,455.0,1.4,884.0,0.2437149287935527,23.6,0.776545595289682,1470.0,0.6218414630474587,0.2792479528906475,87.0,41.0,45.6,0.0009791185647602,23.6,1362.0,0.2261098452048041,29.6,16.0,22.0,366.0,1268.0,36.31274773566361,0.0810764854995804,26.58965056620049,813.0,0.0062395300707663,11.4,11.0,852.0,18.0,0.2829292170770598,1065.0,139.0,11.899596356489262,415.0,0.0625245294515385,32.012454401844785,0.0298398503257993
0.0184774360010356,0.0751922554544499,0.0788772866218277,788.0,7.800000000000001,0.0200664699026991,1697.0,680.0,41.58087712587972,80.0,5.2,468.0,135.0,1.8,667.0,0.1300659575960784,34.4,0.6835169916149241,1886.0,0.6101993928110538,0.5580069254578995,190.0,10.0,39.6,0.0236992562187936,29.6,976.0,0.2788726241477298,38.0,15.8,26.4,548.0,1595.0,39.92319253670697,0.0949565059193292,23.822043777798296,1100.0,0.0161158673812331,1.6,1.4,1354.0,23.8,0.6624693200458693,1102.0,21.0,9.163925866821138,204.0,0.0766916121581394,33.173361399383495,0.0123195991183967
0.2344203488687855,0.2133632774411391,0.0210171834935844,566.0,9.2,0.0063485498865604,1338.0,1041.0,40.871071652705375,721.0,36.2,633.0,302.0,9.4,733.0,0.15661425521977,48.400000000000006,0.6573394738797276,853.0,0.1114522301600692,0.037114428691486,214.0,263.0,40.0,0.0219904478185408,12.4,1178.0,0.0217742347714986,46.2,12.4,12.6,489.0,965.0,43.98676090972028,0.2150012707844876,21.48989257998772,890.0,0.0031028617462963,12.2,12.0,1113.0,17.0,0.8265408765506429,1276.0,99.0,5.6834611851354415,507.0,0.0252689846092069,22.37963331111808,0.0219859127349771
0.0965577723394264,0.2444565453550319,0.07784038969291,311.0,7.4,0.093697386842206,1132.0,1254.0,31.61788527682845,1025.0,0.8,714.0,509.0,1.6,1036.0,0.3706048878337887,1.2000000000000002,0.2095130701561184,481.0,0.6445219328811108,0.7536982548572624,82.0,508.0,29.0,0.1310930215878824,14.2,1335.0,0.094800157145496,21.200000000000003,11.6,13.0,346.0,876.0,28.68991249166528,0.0689830935129393,23.640512381641376,896.0,0.0034600110776268,2.4000000000000004,1.8,910.0,15.8,0.2086668168859304,1032.0,202.0,7.272148093414653,806.0,0.0309459623944541,26.193128479402244,0.053625799317674
0.0301504855805158,0.0022893346561226,0.1873334174695617,293.0,3.6,0.0032047346468208,715.0,1056.0,43.94489499959615,906.0,24.4,175.0,872.0,1.2000000000000002,1208.0,0.1048296680444032,74.0,0.7795826711009904,595.0,0.95672162796315,0.0256368929523346,122.0,341.0,46.2,0.0647979593426651,39.2,765.0,0.3796731789263305,27.8,39.2,28.6,862.0,720.0,32.56312769175908,0.0080992437809595,39.32134771333423,1387.0,0.0014271531038312,25.4,50.0,1296.0,28.6,0.2467016123266409,1365.0,430.0,4.583873200702958,880.0,0.1745933685356272,39.32259022335558,0.0042702296838068
0.0123868797283542,0.0119056785545488,0.0717906266169685,565.0,11.6,0.0541446321429194,1172.0,1037.0,22.84899026295703,743.0,60.2,535.0,457.0,1.4,1055.0,0.0742122998224786,11.2,0.0172907153975023,890.0,0.5780265837883224,0.0117239470053941,216.0,265.0,13.2,0.0061990446280574,39.400000000000006,1057.0,0.6162884071080473,40.6,31.8,39.2,450.0,1022.0,42.80475310317249,0.0682884321114503,34.9746100189608,1047.0,0.0174121547370028,32.800000000000004,11.2,1180.0,32.0,0.6513894864886418,1043.0,187.0,9.573630428063778,455.0,0.0819283315112221,39.90013495731239,0.0041529312570102
0.2526299260014506,0.2850440938445776,0.0097160300417939,622.0,8.0,0.0113186896942837,1289.0,895.0,42.74460850682312,886.0,18.4,998.0,422.0,2.2,829.0,0.0912613344287856,0.8,0.6791350990992253,738.0,0.7288323549971589,0.5129945808231331,92.0,421.0,41.400000000000006,0.0631783846404237,14.4,1556.0,0.1133537449559322,51.400000000000006,11.4,14.0,188.0,1505.0,46.69782297450756,0.1587928306464977,22.783609981336507,606.0,0.006914900534927,10.6,3.4000000000000004,818.0,24.0,0.7404219773536197,958.0,180.0,5.060125960192681,301.0,0.0507466012581351,25.88677321191802,0.025652915581098
0.4006886492701424,0.3043572040588784,0.4762472312010123,401.0,6.2,0.0010524517651583,1100.0,1163.0,16.378429186841892,869.0,1.4,611.0,617.0,1.4,1039.0,0.2156250456643345,11.6,0.0219220218243735,678.0,0.5728403849172992,0.2753918423562972,107.0,387.0,10.8,0.3319067619973585,7.6,1230.0,0.0100018967240659,12.6,7.6,9.4,485.0,1003.0,22.51075405835472,0.0137967318637391,15.143100417767798,972.0,0.0087395870437272,1.6,3.4000000000000004,867.0,9.6,0.0930908445974957,1345.0,205.0,8.74868089754168,672.0,0.01801640099985,14.513311506169556,0.0013854964968884
0.1239199886658692,0.0189607320761059,0.2535408846505285,515.0,6.0,0.0073627370261368,1279.0,565.0,46.18613249018277,764.0,1.4,370.0,302.0,1.2000000000000002,860.0,0.0996145256497271,46.2,0.7612261184760521,793.0,0.8220476731837809,0.0361740460840323,40.0,449.0,48.8,0.1342764686225489,39.8,1295.0,0.2564884468182438,25.200000000000003,37.6,27.4,300.0,1876.0,29.09034374542627,0.0018253995489083,38.5434121119976,987.0,0.0024947271437262,4.800000000000001,50.0,1163.0,28.200000000000003,0.1074443316302067,972.0,82.0,4.499787249498401,88.0,0.036283703044746,39.25458434290273,0.0088436878207991
0.1802935434890769,0.0173226832839235,0.0398365572770883,669.0,3.8,0.0028519093194932,1228.0,868.0,18.95306732683127,1101.0,0.2,484.0,448.0,1.0,991.0,0.0862218639175712,2.2,0.0242471895990874,566.0,0.8625196931819531,0.9955316106508602,237.0,482.0,5.2,0.0208673141846984,30.6,909.0,0.1096833530757619,23.4,31.8,14.4,671.0,1194.0,30.12827102726423,0.0139292554950369,34.24070388289202,1097.0,0.0022556395988092,3.8,1.6,932.0,14.4,0.2184095306019443,1388.0,129.0,4.78502626626412,448.0,0.0556442312772141,33.163530282391804,0.5717035325478492
0.0588972541827537,0.1190097367817803,0.207766061205296,375.0,6.800000000000001,0.0030476588960365,614.0,1185.0,18.242019625797536,869.0,2.0,263.0,952.0,2.0,1252.0,0.1632749628109795,1.4,0.0085989775108878,719.0,0.5820869484002331,0.4553533695223786,125.0,305.0,9.4,0.0217429169506746,11.6,554.0,0.0069909794030861,23.0,16.8,11.0,962.0,746.0,28.668385163779355,0.0360227633349265,31.05393864527036,1143.0,0.003107972781685,11.0,1.4,1430.0,10.8,0.198871432601936,1075.0,552.0,4.7333885039049255,840.0,0.0064723485197943,24.92579353156893,0.0022668360466695
0.3969024529025733,0.2436280067516798,0.1258859401644139,93.0,6.6000000000000005,0.000996367247969,614.0,1386.0,16.82590376215284,1014.0,1.8,345.0,1067.0,1.0,1378.0,0.1243676352210895,1.8,0.0078178369640214,667.0,0.568033562653193,0.2852066524832604,19.0,426.0,9.2,0.1679499069088446,10.8,893.0,0.0070433824777754,21.4,9.2,10.2,654.0,294.0,27.34125893917777,0.0602207697228355,23.971598603733128,1294.0,0.0029737635458001,12.4,50.0,1165.0,6.4,0.1811728703460179,1167.0,516.0,6.169332536088841,1217.0,0.0033307583526785,21.86430796103287,0.0040448904536052
0.0496616404164507,0.0396522284948678,0.3409893695036188,816.0,13.6,0.4885121777958885,1660.0,694.0,37.92137271387433,174.0,2.0,1061.0,124.0,50.0,541.0,0.2180454934363261,1.2000000000000002,0.4668173771159394,1658.0,0.2110630288004074,0.0991357218559658,237.0,37.0,36.6,0.019828277367866,28.8,1567.0,0.3196655446880025,32.6,19.6,28.4,162.0,1532.0,36.44792944720381,0.0241143986688656,26.14577434272828,534.0,0.0113106171390553,11.6,50.0,1147.0,24.8,0.4120441859567011,617.0,22.0,13.426163896252913,224.0,0.0309051734559381,34.29957154678125,0.0425999330139397
0.0383887270386235,0.0362080516970093,0.0689126971832441,442.0,9.0,0.001010293901171,1273.0,1063.0,18.017565939997265,1134.0,1.6,375.0,329.0,9.0,848.0,0.0836899716475441,11.2,0.0061623112389547,529.0,0.1862007384118908,0.0709406475635369,76.0,504.0,11.2,0.0163453555228692,20.6,1198.0,0.1152887157764893,23.4,21.8,20.6,367.0,1219.0,30.10277588480267,0.208705376060648,29.976067673940424,1104.0,0.0062950612717769,12.0,12.0,1114.0,17.2,0.1264641756168714,989.0,78.0,19.837042807095894,378.0,0.0196935373755608,30.28107944204892,0.0002465410025959
0.4521063183081062,0.1185373244625426,0.2205893291571414,504.0,10.4,0.0028360685696137,314.0,1118.0,28.768845348068968,165.0,1.4,59.0,1093.0,10.0,1761.0,0.0210768682245956,25.200000000000003,0.1765668288965907,1337.0,0.0693361538530207,0.0746267809361892,163.0,90.0,23.4,0.0590667578358727,10.6,241.0,0.0014900939602134,11.2,10.6,10.8,1292.0,1049.0,21.419232405312595,0.0701612201862415,13.221527098933702,1459.0,0.0031762266092038,10.8,10.8,921.0,10.8,0.0195048054245441,654.0,329.0,33.17749622790694,538.0,0.0018813920572812,16.43482016072188,0.0066717529001986
0.0108547642959423,0.0110447413877858,0.0383520938804852,259.0,2.8000000000000003,0.0011191870163873,949.0,1361.0,20.61899547655175,1031.0,0.6000000000000001,267.0,589.0,0.4,1149.0,0.0065591808070534,0.2,0.0211027599302483,654.0,0.886212699866128,0.938509126057958,164.0,446.0,10.6,0.0025813487023378,20.0,785.0,0.0863443021349062,37.6,29.0,16.6,780.0,705.0,37.135913699004526,0.0060595387890833,32.6869927336605,1312.0,0.0006418164636521,0.4,1.4,1590.0,21.200000000000003,0.4107365273545362,905.0,186.0,10.810285723208558,503.0,0.0415581330992338,26.5800503918661,0.0010993948714336
0.044557637866422,0.0496233858565342,0.0545058400582703,232.0,3.2,0.0002109566558007,395.0,1343.0,15.369675930195855,245.0,1.2000000000000002,99.0,1294.0,1.0,1301.0,0.1134038497851197,1.2000000000000002,0.00431386982104,1366.0,0.8309291968982452,0.3261559596012856,72.0,63.0,4.6000000000000005,0.0161883287590135,11.0,270.0,0.0043616208880607,10.4,8.4,11.0,1291.0,625.0,20.2626942368088,0.0569641786014939,20.973413479204307,1514.0,0.0009809218206113,11.0,11.0,1257.0,11.0,0.0507909468696497,1276.0,678.0,10.267497210282851,936.0,0.0029553823425145,16.89895822662698,0.0005690255553006
